publisher,title,summary,pubdate,link,thumblink
Washington post,"Capitals re-sign Chandler Stephenson to one-year, $1.05 million deal","Depth forward avoids arbitration with Washington, but a spot in the regular-season lineup is no guarantee.","Fri, 26 Jul 2019 10:36:11 EDT",https://www.washingtonpost.com/sports/2019/07/27/capitals-re-sign-chandler-stephenson-one-year-million-deal/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/FJ7CGOHGGAI6RBCJD7ZGGYE2GE.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"Arbitration ruling awards Capitals defenseman Christian Djoos one-year, $1.25 million contract",The ruling will push Washington over the salary cap and force the team to make a change in their projected roster for the upcoming season.,"Wed, 24 Jul 2019 08:06:47 EDT",https://www.washingtonpost.com/sports/2019/07/24/arbitration-ruling-awards-capitals-defenseman-christian-djoos-one-year-million-contract/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/I7KX3RBONEI6TB4BOY3BT4JMWQ.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,Alex Ovechkin will travel to China as an NHL ambassador next month,The Capitals captain will attend youth hockey clinics and business development meetings during his visit.,"Thu, 18 Jul 2019 10:00:14 EDT",https://www.washingtonpost.com/sports/2019/07/18/alex-ovechkin-will-travel-china-an-nhl-ambassador-next-month/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/MKSBNFDG6II6TJUYFKHYBDE47M.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"Capitals re-sign Jakub Vrana to two-year, $6.7 million deal","The 23-year-old is coming off a career season with 24 goals, ranking third on the team, and 23 assists.","Tue, 16 Jul 2019 04:46:00 EDT",https://www.washingtonpost.com/sports/2019/07/16/capitals-re-sign-jakub-vrana-two-year-million-deal/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/PLTZ7EBLMYI6TEDOTVK3MRI6WQ.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"Wizards hire another Clippers executive, Mark Simpson, continuing L.A. emulation","Washington named Simpson, who spent three seasons with the Clippers, vice president of player performance for Monumental Basketball.","Tue, 06 Aug 2019 04:58:45 EDT",https://www.washingtonpost.com/sports/2019/08/06/wizards-hire-another-clippers-executive-mark-simpson-continuing-la-emulation/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ZSJI3NXC2UI6RORQU7PNATMPVQ.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"John Wall, college student, focuses on education during long rehab process",Wall discussed getting his degree and his ongoing recovery from an Achilles' injury during Saturday's annual back-to-school backpack giveaway.,"Sat, 03 Aug 2019 01:28:10 EDT",https://www.washingtonpost.com/sports/2019/08/03/john-wall-college-student-focuses-education-during-long-rehab-process/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/6UHH26OQWVBPRMMUZ27S3YZVWE.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,Wizards expand Scott Brooks’s staff with four new assistant coaches,"Brooks will now have seven total assistants, with associate head coach Tony Brown, Robert Pack and Mike Terpstra set to return.","Thu, 01 Aug 2019 07:07:14 EDT",https://www.washingtonpost.com/sports/2019/08/01/wizards-expand-scott-brookss-staff-with-four-new-assistant-coaches/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/7ZXIHNBMCYI6TEDOTVK3MRI6WQ.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"The Wizards want to follow the Clippers’ model, but they still have a lot to learn","Washington owner Ted Leonsis has praised the Clippers' collaborative front office, but a successful rebuild will require far more than a change in communication philosophy.","Thu, 01 Aug 2019 05:35:00 EDT",https://www.washingtonpost.com/sports/2019/08/01/wizards-view-clippers-model-their-restructure-work-has-just-begun/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/4AYEO6FMYQI6TFARUYEPTUGC2M.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"For NBC Sports, Christian Pulisic’s Premier League success could be its own","“If he succeeds – and we all very much believe he will – there will be huge pride in this country,” an NBC Sports producer said of the American star's anticipated debut with Chelsea.","Thu, 08 Aug 2019 07:04:14 EDT",https://www.washingtonpost.com/sports/2019/08/08/nbc-sports-premier-league-coverage-christian-pulisic-success-could-be-its-own/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/RPLQHHFNIEI6TFARUYEPTUGC2M.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,Felipe Martins knows D.C. United fans remember him as an enemy. Now he’s on their side.,"The defensive midfielder, who both played for an archrival and injured a United star five years ago, joins the D.C. roster after a trade with Vancouver.","Wed, 07 Aug 2019 04:45:25 EDT",https://www.washingtonpost.com/sports/2019/08/07/felipe-martins-knows-dc-united-fans-remember-him-an-enemy-now-hes-their-side/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/DM5KTYVZIII6TDUDJZTIP2MYCQ.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"With Wayne Rooney soon to depart, D.C. United brings in reinforcements","With the MLS trade deadline about to close, D.C. United is poised to add forward Ola Kamara, midfielder Felipe Martins and winger Emmanuel Boateng -- and Wayne Rooney must bond with the newcomers in his final MLS stretch for United to reach the playoffs.","Tue, 06 Aug 2019 11:02:08 EDT",https://www.washingtonpost.com/sports/2019/08/07/amid-flurry-moves-dc-united-has-little-time-find-its-way/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ATZQ7UVXEQI6TDUDJZTIP2MYCQ.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"Cleveland Browns’ challenge will be handling the hype. Wait, what?",The franchise has endured a lot over the past two decades. Dealing with Super Bowl expectations is something new.,"Thu, 08 Aug 2019 11:53:03 EDT",https://www.washingtonpost.com/sports/nfl/cleveland-browns-challenge-will-be-handling-the-hype-wait-what/2019/08/08/74d4f002-b9e7-11e9-b3b4-2bb69e8c4e39_story.html,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/2PWDY7VZ6MI6TM5UFO3J5DCOHE.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,‘Sticking to sports’ isn’t just pointless. It’s inhuman.,"From Champ Bailey to Alejandro Bedoya, the past week shows our games can’t help but intersect with the real world.","Wed, 07 Aug 2019 06:51:00 EDT",https://www.washingtonpost.com/sports/sticking-to-sports-isnt-just-pointless-its-inhuman/2019/08/06/781ea97e-b88e-11e9-b3b4-2bb69e8c4e39_story.html,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/QEBUV5VYSYI6TM5UFO3J5DCOHE.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"Just like the NBA, Team USA must adjust to this new era of player empowerment","NBA stars once revived USA Basketball. But with many passing on this summer’s World Cup run, there’s perhaps a lack of necessary urgency.","Mon, 05 Aug 2019 02:46:39 EDT",https://www.washingtonpost.com/sports/nba/just-like-the-nba-team-usa-must-adjust-to-this-new-era-of-player-empowerment/2019/08/05/acf2834c-b7a2-11e9-a091-6a96e67d9cce_story.html,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/DS3S36VXWEI6TIERNKLOM7M4ZY.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,How does Tom Brady do it? It starts with science and ends with something less precise.,"With a new contract at age 42, the Patriots quarterback keeps returning to the punishing game he loves.","Mon, 05 Aug 2019 10:07:23 EDT",https://www.washingtonpost.com/sports/nfl/how-does-tom-brady-do-it-it-starts-with-science-and-ends-with-something-less-precise/2019/08/05/6a4b2720-b77e-11e9-a091-6a96e67d9cce_story.html,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/FBSA5YVXRII6TIERNKLOM7M4ZY.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"Maryland hopes transfers from Ohio State, Clemson can bring winning tradition",Linebackers Keandre Jones and Shaq Smith arrive in College Park with firsthand knowledge of how elite programs operate.,"Wed, 07 Aug 2019 07:30:58 EDT",https://www.washingtonpost.com/sports/2019/08/07/maryland-hopes-transfers-ohio-state-clemson-can-bring-winning-tradition/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/IOK2AKVYSUI6TDUDJZTIP2MYCQ.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,Jeshaun Jones will miss Maryland football season with torn ACL,"As a freshman last year, Jones recorded 288 receiving yards, the second-highest mark on the team and the most among 2019 returners.","Tue, 06 Aug 2019 06:34:15 EDT",https://www.washingtonpost.com/sports/2019/08/06/jeshaun-jones-will-miss-maryland-football-season-with-torn-acl/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/PHFTGETJFMI6TJUYFKHYBDE47M.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"Maryland football is just getting to know new QB Josh Jackson, and vice versa","Preseason practice opened Friday, and Jackson has work to do.","Fri, 02 Aug 2019 06:00:32 EDT",https://www.washingtonpost.com/sports/2019/08/02/qb-josh-jackson-gets-know-maryland-football-after-virginia-tech-transfer/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/PTLXWOFVMYI6TLGIDWCHXLGKOM.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,Maryland basketball announces nonconference schedule for 2019-20 season,The most difficult tests should be at Seton Hall and in the Orlando Invitational.,"Wed, 31 Jul 2019 02:15:52 EDT",https://www.washingtonpost.com/sports/2019/07/31/maryland-basketball-announces-nonconference-schedule-season/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ZG76AYCNTUI6TDH4FROQTGOCDY.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,Gonzaga forward Terrance Williams commits to Georgetown,"Williams, one of the D.C. area’s top basketball prospects, chose the Hoyas over Michigan and Notre Dame.","Mon, 29 Jul 2019 08:08:22 EDT",https://www.washingtonpost.com/sports/2019/07/30/gonzaga-forward-terrance-williams-commits-georgetown/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/ZMCWB4XXHQI6PGXXUUF4GMAAII.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,Bullis reinstates football coach Pat Cilento after assault charge is dismissed,Cilento has been the head football coach at Bullis since 2010.,"Mon, 22 Jul 2019 04:57:08 EDT",https://www.washingtonpost.com/sports/2019/07/22/bullis-reinstates-football-coach-pat-cilento-after-assault-charge-is-dismissed/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/JXXJBJ7OK5FYZN22GANK252FOA&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,Assault charge against Bullis football coach dropped,Pat Cilento was placed on administrative leave in early June.,"Fri, 19 Jul 2019 04:07:55 EDT",https://www.washingtonpost.com/sports/2019/07/19/assault-charge-against-bullis-football-coach-dropped/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/JXXJBJ7OK5FYZN22GANK252FOA&w=90&op=resize&opt=1&filter=antialias&t=20170517
Washington post,"Petey Jones, star on ‘Remember the Titans’ football team, dies at 65","Jones was a long-time fixture in Alexandria community, returning to T.C. Williams as a security officer.","Mon, 01 Jul 2019 04:49:53 EDT",https://www.washingtonpost.com/sports/2019/07/01/petey-jones-star-remember-titans-football-team-dies/,https://www.washingtonpost.com/pbox.php?url=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/TJEIA4CDEYI6JACCVL7RMQAIFY.jpg&w=90&op=resize&opt=1&filter=antialias&t=20170517
